text	label
豪赌带了1千万去。	[]
“没有啦没有，我帮他订的机票我怎么会不清楚呢？	[]
我想可能曾志伟、谭咏麟他们可能会带他去走一走，去玩一玩，反正时间还长吗，对不对？	[26]
反正他们香港到澳门是很快的。”	[26]
也许胡瓜曾经有过豪赌的经验，因此这一次到香港让媒体揣测和赌有关，到底真相如何？	[]
今天晚上胡瓜就会回到台湾，或许就能够有答案。	[26]
田东方辽乡一座桥下上午被渔民发现了两枚可能是二次大战的轰炸弹沉在河底，警方接获通报未爆弹紧邻一所国小，为了防止意外发生已经立刻管制了现场。	[]
上午8点左右一名在方辽37号桥上下网捕螃蟹的渔民拔起吊绳的时候赫然钩起一枚类似炸弹的东西，吓得他赶紧将这枚未爆弹放回水里，警方据报后又在河里发现了一枚未爆弹，这两枚疑是二次大战的轰炸弹，外观还算完整，不过炸弹就在方辽国小的旁边，警方为了防止意外立刻采取隔离措施。	[]
警方一度研判是军方的八一迫击炮，不过后来调查体积显然比较大，目前已经通知军方未爆弹处理小组前来处理，虽然没有一触即发的危险，但是危机并没有解除，民众好奇围观让警方是大为紧张。	[26]
，。	[]
新航空难事件今天在桃园的巨占体育馆举行了公祭，总共有18个国家好几百万罹难者家属前来祭拜，而行政院长张俊雄也率领多位的行政首长到场献花致意。	[26, 26]
巨占体育馆内布满了香水百合、白菊花，再配上颂经的声音，使得现场充满着哀凄的气氛。	[]
新航空难事件发生将近20天，但是家属还是难掩悲伤，总统和副总统虽然没到场，但也分别颁发挽噩致意。	[26]
行政院长张俊雄在上午10点率领交通部长叶菊兰等多位部会首长前来，并以简单而隆重鞠躬和献花向家属致哀。	[26]
张俊雄在公祭中不发一语离去，不过在门口还是碰到哀伤的家属。	[26]
上午的公祭有数百人前往献花致意，在各个宗教团体的祈祷之下，希望往生者能够安详，也希望不幸的事件不要再重演。	[26]
日本超人气的偶像团体‘月之海’合唱团昨天晚上在台北中山足球场热闹开唱。	[]
由于‘月之海’已经宣布年底前要解散，所以使得这场台湾告别演唱会吸引了无数的年轻歌迷。	[1]
‘月之海’的歌声加上歌迷疯狂的尖叫声，让昨天晚上的台北市是热情十足。	[]
‘月之海’在舞台上的表演都是以夸张的视觉性效果著称，所以这场演唱会开始就新奇不断。	[]
此外团员在台上的卖力演出而台湾歌迷也是热情回应。	[]
组建12年的‘月之海’昨天晚上唱出了历年来畅销的卖座歌曲，一首首耳熟能详的乐曲让歌迷的情绪为之疯狂。	[]
不过在欢乐中也有一丝的感伤，或许是因为告别演唱会，许多的歌迷青一色身着黑衣，全场黑色系的打扮强调‘月之海’乐团即将走入历史的这一刻。	[]
虽然有点感伤，不过几位团员铆足全力，从头唱到尾，留给台湾歌迷一个美妙的回忆。	[]
中油的加油送轿车活动昨天抽出了第二部中奖轿车得主，这第二位的幸运儿是16号上午7点多在宜兰郊区玉田加油站的加油，加油站已经贴出了狂贺的大红海报。	[]
加油站的员工表示这位幸运的驾驭朋友看起来象是位上班族，他当天是加了500块的95无铝汽油，没想到竟然中了一部轿车，他们都为中奖人高兴。	[]
不过到目前为止，这位幸运儿还没有现身，加油站也希望中奖者赶快和他们联络，好分享中奖的喜悦。	[]
而已经延续举办19届的初跑杯陆跑赛上午在台中市明乡起跑，这项标榜‘为健康而跑’的小型公路马拉松每年都吸引上万人是扶老携幼参与，今年更是一口气来了将近2万的民众，创下了历年来参加人数的最高纪录。	[]
起跑枪响，参赛的人潮如大浪般排山倒海奋力向前冲，放眼望去，街道上更是满满攒动的人头。	[]
虽然只是地区性的陆跑赛，但是精彩和热闹的场程度却不输于西班牙斗牛节了。	[]
本次第19届的竞赛参赛的人数高达16600多人，打破了历届的最高纪录。	[]
值得一提的是这项比赛不仅让爱好长跑的民众参与，还吸引了不少家庭利用假日来个全家总动员上路，就连刚学步的小朋友也牵着妈妈的手为健康而跑。	[]
在现场甚至来可以看到外国朋友也来共享盛举，选手们跑完大会规划的路线，最后都统统回到了台中体育场，尽情挥汗让人心情舒畅。	[26]
而有意竞选台中市长的候选人也抓住机会亮像，试图争取年轻选民的认同。	[]
不过接下来的枪击案可就不是慌报，10几名男子今天凌晨可能是因为酒后冲突，在台北市兄弟饭店旁边的大马路上互殴，有人至少开了5枪，4个人被打成重伤。	[4, 4, 24]
枪袭地点就在南京腰路附近北路口转运站下面的马路边。	[4]
清晨6点多，有两派人马可能是喝醉酒有冲突，后来双方一言不和大打出手，人数比较少的一方因为不敌对方一路追打，从兄弟饭店到马路对面的彰化银行地上都是斑斑血迹，在混战中还有人趁机开了好几枪。	[4, 4, 4, 4]
目击者说当时只看到一群人沿途追逐，还有人满脸是血走到巷子里，状况非常混乱。	[26]
冲突过后有4名男子被打得全身是伤送到医院急救，其中一名蒋姓男子因为伤势严重目前还在昏迷，员警赶到现场的时候打人的嫌犯已经一哄而散，警方在附近一共找到5枚弹壳，以及两颗子弹，其中还有一枚是几把霰弹，不过都没有枪支。	[4, 24, 26, 24]
因为受伤时4名男子都有强盗以及妨害自由前科，背景复杂，这起枪袭事件是不是另有内情，警方还要深追查。	[24]
彰化一名男子昨天晚上开着地的士轿车，结果是连人带车冲入路港镇的一条大排水沟，救难人员花了两个多小时搜寻才拉起了轿车，可惜男子已经溺毙了。	[26, 22]
救难人员分别坐在橡皮筏上以及潜入水中，在漆黑的夜色中试图搜寻沉入水中的轿车，经过了两个多小时终于发现。	[26]
大型吊车将的士车吊起，整台车底盘朝上，车内积水是从车右侧窗户流出，而驾驶就在车子旁边。	[]
不过这名男子在被救上岸时脸色苍白、全身浮肿，经过现场急救还是回天乏术，根据车牌查证确定这名男子是今年55岁的郭荣，初判定可能是因为对当地路况不熟，加上车速过快才会失控冲入大排水沟。	[26]
台南市东光路的一处民宅凌晨发生了火警，大火来得太突然，屋内的人根本逃避不及，结果造成了祖孙三个人活活被烧死。	[22]
消防人员初步了解可能是电线走火引发了这场大火。	[]
二楼的外观烧的一片焦黑，屋子里头更是烧的精光，可见当时火势有多凶猛。	[]
清晨4点多，台南市区内的东光路一带传出火警，根据附近的邻居表示，天还没亮就听见有人喊救命，过了没多久大批的消防人员获报抵达现场，在紧急的灭火之后火势很快就被控制住了，不过当消防人员敲开铁门进入火灾现场时却在楼梯间发现了三具焦黑的尸体，死者分别是陈怀芳、陈廖起夫妇两人和他们的小孙子陈跃宏。	[]
由于这场大火来得太突然，祖孙三人虽然想要逃，没想到才跑到楼梯间就躲不掉了。	[26]
根据消防人员初步的了解，有可能是因为电线走火才引发了这场无情的火灾。	[]
工时案的再度方案对劳工的影响就是每一周的工作时间又增加了2个小时，对于政策的反反复复，全国总工会今天上午是严辞的抨击，不过业者却相当的欢迎，认为在经济不景气的时候，劳方也应该供给时间。	[]
“劳工权益，不容侵犯，劳工权益，不容侵犯，劳工权益，不容侵犯。”	[]
劳工代表满脸气愤高呼口号，一张张刚出炉的海报诉说着无奈，总工会没想到，才庆祝过两周工时缩减为84小时，现在又突然来个政策转弯，每周工时改为44小时。	[]
“我想我们是非常无法接受的，我们也觉得非常的震惊，国家一个立法院所通过的一个法律案件还没有实施呀，啊就开始复终，我想让这个不晓得，我想这个会闹出国际笑话的。”	[]
不过对于业者来说，心情是完全相反，老板们都说景气不好，工时一下子缩短太多，实在无法承担。	[]
“现在已经面临着破产的情况，我们也希望劳方要多多了解，为了个人的生存应该是要这样子。”	[0]
中国国民党中常委高青彦也说：这一新的工时调整案，乐观其成，毕竟产业外移对劳资双方都不好，目前台湾竞争力有待提升，希望劳工能够保持理性。	[]
而姜炳昆也表示：国民党有条件支持新版工时案，但前提是陈总统放弃2002年工时缩短为每周40小时的竞选证鉴。	[]
决定要陪伴先生彭白显直到获释的吴薇婉凌晨她和支持者静坐的棚架遭到了警方强制拆除，过程没有发生冲突，不过吴薇婉一度昏倒。	[5, 4]
今天早上她带着将近30多位的支持群众到议会向警方抗议。	[26, 5]
凌晨2点南投分局出动了90名的警力，一行人浩浩荡荡来到南投司法大厦前吴薇婉的静坐处，在经过分局长沟通说明之后，进行强制拆除。	[26, 5]
由于警方趁吴薇婉本人在凌晨熟睡时实行拆除任务，因此引起支持者强烈的不满。	[]
而吴薇婉在面临突来的状况受到了惊吓一度昏倒，所幸经过支持者的协助并无大碍，早上11点左右吴薇婉不满警方凌晨拆除行动，便带领30位支持群众到议会前抗议。	[26, 5]
“就是来请议员高抬贵手，不要斩尽杀绝、落井下石。”	[]
警方也动用了100名的警力维持秩序，现场没有发生冲突。	[4]
吴薇婉表示她将持续抗议到彭白显县长能够平安归来。	[5]
而为了防止基层金融机构的财务经营进一步的恶化，引发金融风波。	[]
立法院院会上午单独通过了《金融机构合并法草案》。	[]
其中规定农渔会的信用部如果是财务显著恶化没有办法支付它的债务或者净值为负数的时候，那么主管机关得强制和其它银行合并。	[2]
另外资产的处理是由资产管理公司来处理，至于体制好的银行，基于稳定发展的考量也可以自行申请合并。	[2]
深受各位观众喜爱的华视8点档连续剧《女神向前走》，为了答谢影迷的热情，今天举办了一场影友会。	[]
蜂拥而来的上千影迷把华视的大厅是挤得水泄不通。	[26]
“大喊王童的名字，表示对他的热情。	[]
因为演出《女神向前走》而大受欢迎的王童，报病前来和众多的影迷相会，答谢大家的支持。	[6]
就连连体婴兄弟的忠仁、忠义也特地到场为王童加油。	[]
《女神向前走》这部戏走出了高收视，让戏里的演员们人气节节上升。	[]
这场影友会当场挤爆了华视大厅。	[]
包括刘志汉、、刘少振、莫志代等主要演员一出场立刻让影迷们情绪沸腾。	[]
可以亲眼看到心目中的偶象，大家都过了一个非常开心的星期天。	[]
位在高雄县阿莲乡的卢姓夫妇和17岁的女儿一家三口在昨天深夜集体喝下了除草剂自杀。	[4]
家属们发现赶快把他们送到医院急救，总算捡回了生命。	[26]
不过他们的消化器官呢都受到了严重的灼伤，至于自杀原因家属表示可能是因为会角倒会欠了不少钱，他们才会寻短。	[24, 4, 4]
廖全贤一家三口被送到了荣总的急诊室时，他们身上满是农药的刺鼻臭味，医师立即进行洗胃灌肠的急救工作，将食道和胃里面的毒剂稀释掉，情况是相当紧急。	[26]
而家属在院外焦急的等候，经过医师的努力三个人总算是稳住的病情。	[24]
丈夫廖全贤仍旧是一副痛苦的模样，17岁的女儿也没有办法说话，只能以点头、摇头来简单的表示。	[]
“那个药是你自己要喝的还是爸爸妈妈让你喝？	[]
你自己喝的。”	[]
前来照顾的姑丈看着不忍心，直怪侄女太傻。	[]
就因为会钱使得廖家几乎快被钱逼疯，廖全贤住在对面的母亲表示昨晚就在近10个债主上门，等她发现的时候三个人已经喝了药倒在床上。	[]
医师表示，三个人喝下的是一种酸性的除草剂，并没有解毒剂，只能用维持治疗的方式，不过状况都已经稳定下来。	[]
总统府在昨天晚上的9人小组会议当中，决定要对工运人士蔡冒兴等三件案子给予特赧。	[16]
法务部上午强调，只要是政策决定将会立刻来执行。	[]
虽然也有工运界人士置疑，这是执政当局为了工时案刻意营造出的友善气氛，不过当事人的家属还是认为这是迟来的正义。	[]
知道自己的父亲即将被总统特赧，很可能不用再坐牢了，蔡冒兴的儿子听了是相当高兴，不过他也有点怀疑总统府方面的动机。	[16, 10]
继承自己父亲工运人士的身份，他今天前往国民党中央党部前面抗议，抗议主题就是有关于劳工工时案。	[26, 5]
他认为陈总统在这个时候要特赧因为工运而入狱服刑的曾冒兴很可能有特殊含义。	[16]
“我觉得那个是代表对工运这十多年来，长期的奋斗，尤其这么多工运人士，包括今天在场的这些人的一个肯定。	[]
”除了曾冒兴之外，另外苏丙昆强盗杀人未遂案和席安善、本昭图拒服兵役案陈总统也都指示要加以特郝。	[22, 16]
而法务部长陈基南则表示，只要是总统特赧令一下来，他会以最快速度解决行政问题，让这些人早日重获自由。	[]
前几天在加拿大发生车祸的台湾旅行团所有的死伤团员的家属都已经抵达到了温哥华，同时第一批伤势比较轻的团员也已经搭机在返国的途中。	[22, 24, 26, 26]
在加拿大发生严重车祸的台湾旅行团伤势较为轻微的11名团员，今天一早就搭乘华航班机飞回台北。	[24, 26]
而第一批抵达温哥华的家属也在历经一番波折之后，到达距离温哥华1个小时车程的齐勒纳市，以便分批前往周围地区的医院看视受伤的家人。	[26, 26, 26, 24]
在这场车祸中，不幸都失去妻子的李石昆和范志明，目前最艰难的任务则是要安抚同时受伤的6岁儿子李月波、范端敏。	[22, 24]
“他可能是话很多，很多说的一个小朋友，失去妈妈他很难过。	[]
”“我们永远不要再离开。”	[]
另外第二批团员的家属今天也抵达了温哥华，孙女被安置在市立医院的张湘婷也是其中的一位。	[26]
“虽然这边大家都很照顾，但是她当然希望自己亲人在身边。”	[]
《华视新闻》钟辰芳加拿大温哥华采访报道。	[]
许多云宁的民众今天上午到北港的第一银行丢臭鸭蛋，他们抗议银行涉嫌用人头户冒贷甚至是冒领，害得这些民众是莫名其妙的背了一屁股的债。	[26]
云宁北港的第一银行上午才刚刚拉开铁门，门口就聚集了一大群的抗议民众，准备鸭蛋侍侯。	[]
这些抗议的民众将发臭的鸭蛋一颗一颗的朝门口扔，第一银行赶紧关上玻璃门，免得大厅也遭殃。	[]
蛋汁、蛋黄散了满地，玻璃门上面则是蛋痕累累。	[]
丢完鸭蛋民众还接着散出一叠一叠的冥纸，并在门口上绑上白布条抗议。	[]
这些民众拿出准备好的图表和表格，说第一银行离职的行员黄金辉，以前在银行的时候，涉嫌利用客户当人头，冒贷1900多万，还盗卖股票，银行也不管一管根本是在纵容犯罪，银行应该要赔偿。	[28]
银行的经理则说，银行本身就是受害人，一切只有静待司法判决。	[]
不过民众可不接受这种说法，扬言过两天还要发动更大规模的抗争。	[]
高雄市有一间音乐pub发生了枪击案，5名男子和被害人有恩怨，今天凌晨进入这间pub之后开枪示警，嫌犯还拿起了酒罐和椅子殴打了被害人之后离去。	[4, 4]
整个的过程被监视录影机拍下来了。	[]
画面上的5名男子凌晨3点多钟结伙进入了这家pub后，直接就走到被害人消费的桌边。	[26]
拿起两公升装的啤酒罐和椅子，朝着被害人就是一顿猛打。	[4]
双方是打成了一团，而混乱之中还有一名嫌犯向地板开了一枪警告，只有5个人才扬长而去。	[4, 4, 26]
而现场消费的客人则是仓皇的离开。	[26]
在混乱之后，警方据报赶到了现场，将头部被殴打成伤的林姓男子送医急救。	[24, 26]
经过包扎已经没有大碍。	[]
警方指出双方之间可能是有恩怨，结果谈判不成而大打出手，目前已经透过电脑的画面来锁定嫌犯的身份，正寻线在侦察当中。	[4]
今天是国际人权日，陈水扁总统上任以来第一次实施的特赦令，包括了曾茂兴，苏炳昆还有19名宗教良心犯共21人，在上午8：00同时获得了自由，这21人的心中都充满感激。	[16]
陈总统的一纸特赦令换来工遇领袖曾茂兴的自由，监狱外200多名支持者热烈欢迎曾茂兴的归队，而守候多时的家人更是准备了猪脚面线，等待曾茂兴共享天伦之乐，他抱着刚满月却因为服刑而无缘见面的外孙女，没想到就在特赦这一天，子孙第一次相聚，分外感动，曾茂兴为了劳工权益的奋斗精神也吸引许多人前来献花祝福。	[16, 16]
“那我今天出来了以后，马上开始继续开始我的劳工运动生涯，这一生一世就把我的所有献给全台湾的劳工朋友。	[]
”上午8：00同时重获自由的还有苏炳昆，罚务部次长肖文定将总统特赦令送到苏炳昆家中，想苏炳昆忍不住哽咽，回忆起当年刑囚的经过。	[16, 26]
虽然在获得特赦之后，还是要感谢很多人，但是苏炳昆对过去因案在身而失职的15年的青春却是感触再也换不回。	[16]
这次的特赦令还包括了19位耶和华继续人信徒，因为信仰缘故拒服兵役，被判入监。	[16, 18]
上午在台南军事监狱，获得特赦令的他们，也在家人的等待下出现，安静的拥抱，嘘寒问暖，洗脱了宗教良心犯的罪名，依旧是虔诚的信徒，对于这项迟来的正义，除了感谢还是感谢。	[16]
大众交通工具最近变成了歹徒运输黑枪的工具。	[]
国道公路警察二队凌晨在一个尊隆巴士上就查获了两把制式的手枪和子弹，并且抓到了尾随车后跟货的一对男女。	[10]
国道队员警凌晨从尊隆客运上查获了枪弹，包括了两把分别是以色列和意大利制造的900手枪以及21发子弹。	[]
这些枪弹全部装在黑色皮包内放置在底层的乘客座椅下，警方随后也拦查到一辆可疑的计程车，留置一对男女分别是杨正发和吴雅淑。	[]
他们从高雄市九如交流道搭上计程车，并要求司机一路往北追这辆尊隆巴士，还说是为了找遣留在车上的皮包，计程车司机被搞得一头雾水。	[26]
“我到台州他们在后面，到这边是不是来害人的。”	[26]
警方侦讯尊隆客运司机和随车员后发现，吴姓女子先是在高雄买票坐上巴士，结果中途借顾下车，再和杨正发会合搭上计程车。	[]
警方怀疑这是一起人、枪分离的来运输黑枪的案件。	[]
目前将枪械跟皮包送交县市比对指纹以理清案情。	[]
高雄市的依明国中有一名国三学生被同学威胁，如果限时之内拿不出钱来就会遭到50刀的砍杀，这名同学心生恐惧下向校方检举，结果得到的回应是在训导处罚站一个礼拜。	[4]
高雄市依明国中一名三年级的夏姓男学生，上个礼拜在校园内遭同年级的同学恐吓勒索，对方要求他限时交出500元，否则将他杀害。	[31, 4]
家长一气之下向高雄市议员简金城投诉，他的母亲说孩子急得到处筹钱，最后向校方检举，结果反而被校方训导处罚站一个礼拜，简直没有天理。	[]
“你不给我钱，我就拿武术刀杀你，然后在上学路上被刀砍。	[4, 4]
我就打电话给班老师，但是她说什么原因为什么不跟家长讲。	[7]
因为她讲说因为对方家长是黑社会的。”	[]
不过校方驳斥，当时叫被害学生到训导处只有两天，而且绝不是罚站。	[]
“我们不是这个意思，我们是想要隔离他、是来保护他。”	[]
校方并且表示已经将恐吓的学生交付平民会处理，希望再给孩子一次机会。	[]
不过被恐吓的学生家长认为，校方处理不当，这样的校园安全也令人忧心。	[]
另外桃园市发生了一起命案，有一名男子坠楼死亡超过了三天，他的手上到现在还握有一把刀子。	[22]
由于死者坠楼的大楼经常遭到小偷，警方初步的判断他可能是行窃的时候不小心坠楼身亡。	[22]
桃园市中国农民银行的门前一向是车水马龙，不过离奇的是上午竟然在它隔壁的防火巷里发现了一具死亡已经超过三天的男子尸体。	[22]
死者是56年的钟启武，被发现的时候手上紧紧的握着一把匕首，而且上身赤裸。	[]
警方调查后发现在九楼的冷气窗口还有一条绳子直落地面，现场还找到了一把已经生锈的铁锤。	[]
由于附近的住户和管理员都表示，最近大楼常常发生窃案，而且三天前八楼的一家银金社还被窃。	[]
警方初步研判，死者是和同伙潜入大楼偷窃时，不甚从九楼坠楼。	[26]
而他的同伙则是眼看情况不妙，弃他不顾逃离现场。	[26]
至于详细的案情，警方还要进一步的深入调查。	[]
陈水扁总统位于在重庆南路的总统官邸上午是首度邀请了媒体到里边参观。	[26]
总统还充当招待，带着媒体一起参观了他的新家，而他一家人预计在农历年前后就会正式的搬进总统官邸。	[26]
在阳光、乐声中，总统官邸上午首度曝光，总统和夫人亲自在家门口迎接带大家参观。	[]
总统说和李前总统时候相比，官邸内主要格局都没有太多的更动，不过挑了很多艺术品陈列让室内更柔和。	[]
总统特别介绍位在一楼的会客室，他说在3.18之后很多国家大政他和李前总统就是在这里决定了。	[]
为了夫人的方便，官邸的里里外外都增加了不少无障碍设置走道的，像这样夫人可以自己操作进出。	[]
而在四周的花园也有不少小设计，假山、池塘，一些低矮的花木都是5.20之后才新种上的。	[]
总统说预计在农历年前就要搬入新家。	[26]
“在那阿扁与阿珍的家一起来分享我们即将搬入新家的喜悦跟荣幸。	[26]
”里里外外占地3000多坪的总统官邸，随着新主人的进住即将由原来的“大安”更名为“玉山官邸”。	[26]
上午的阳光很大，总统脱了西装带着大家在草坪上漫步。	[]
李前总统时代官邸的草坪养了很多的导盲犬和羊群，所以随着新主人的进住导盲犬和羊群不见了。	[26]
不过总统夫人说他们将买一只新的黄金猎犬在草坪上奔跑，而也就是为了这只猎犬所以儿子和女儿都要随着他们一起进住做新家的主人。	[26]
台北捷运上午进行了一场抢救伤患的模拟演习，一共15名乘客模拟遭歹徒泼洒不明液体后遭到严重灼伤，而捷运公司立刻进行了医疗网的紧急抢救。	[]
对于宁光站往动物园方向第三节车厢有歹徒向乘客泼洒不明液体，数名乘客遭到严重灼伤，歹徒则逃逸无踪。	[24]
受伤的乘客衣服破了，眼睛严重灼伤，还有惊魂未定的孕妇和吓出心肌梗塞的中年男子，现场一团混乱。	[24, 24]
“来先生给你个氧气，来。”	[]
捷运公司接到报案立刻通知警网就近的万芳医院成立应变小组，将伤患迅速送往急诊室。	[]
“乘客的协助非常重要，所以乘客在搭乘的时候也希望能协助我们发现任何的异常状况，利用车上的对讲机立刻跟我们同行动中心来通报。”	[]
捷运系统封闭的车厢和独立设计，必须有完备的救灾体系来应付各种突发状况。	[]
未来也将不断针对火灾、爆裂物、毒气、大地震、大停电、自杀案件等等各种情况进行演练。	[4]
而乘客在搭乘时也需要具备基本的逃生知识。	[]
经济不景气连庙里头的香油钱都有人要偷，一名男子就在台北市东区的一间公园小庙里借上香拜佛的名义，趁四下无人，向神明偷拿香油钱，不过他才偷了100块就当场被人发现扭送警察局。	[26]
47岁的无业游民温采福即使被抓到警察局，还口口声声向警察说：他是虔诚的信徒，请再给他一次机会。	[26]
不过佛祖显然没有原谅他，被温采福偷吃香油的就是敦化北路这个公园里面的小庙敬妈庙，这是附近邻里善心人士在公园里面搭建的。	[]
里长说：上个月中，他们就曾经发现香油钱全数遭人偷窃的情况，昨天深夜嫌犯温采福又故技重施，趁四下无人用口香糖伸进功德箱里面，偷拿了100块钱，这个时候早已经守株待兔的李明仁联手把他抓到扭送警察局。	[10, 26]
嫌犯向警方供称，他因为最近失业，找不到工作，常常在公园闲逛，就看到小庙无人看管，才会想要向神明要头寸，不过‘有求必应’四个大字，这回恐怕不适用了。	[]
台北县警方上午抓到了一名嫌犯他假借要借厕所侵入被害人的家中抢走提包而且还强奸被害人。	[10, 26, 4]
另外还有3名少年是专偷庙里面的香油钱而且居然嫌偷得太慢干脆用抢的被警方巡逻逮捕。	[31, 31, 10]
四名嫌犯站在一块有人是强盗被抓有人则是强奸被逮。	[10, 10]
相同的是他们都把脸遮得紧紧的羞于见人，20岁的简义龙头发染成金色，自称是大学生在外招摇撞骗，今天他和穿黑色衣服的简志龙还刚刚在餐厅认识一名女服务生。	[]
结果昨天简义龙就假装要借厕所跑到女服务生的家里强奸对方。	[26, 4]
简义龙先是用卫生纸塞住被害人的嘴巴，再用红巾绳反绑双手，原本还更恶劣的想要用这包强奸药片的按住逼对方吃下，后来被害人苦苦哀求他才作罢，强奸完毕又抢了4000多块，警察晚上立刻把他们逮捕。	[4, 4, 4, 31, 10]
另外这两名少年则是几乎把综合地区庙里面的香油钱都偷遍了，贪心的他们嫌钱不够多，结果昨天才刚刚改偷为抢就被巡逻的警察看到，当场抓回警察局。	[31, 31, 31, 10]
土耳其军警昨天出击全国20所的监狱，强迫200多名的囚犯停止绝食。	[]
监狱外头一些囚犯的家属以及示威者还想办法要阻挠军警攻坚，甚至在街上放火烧车泄愤。	[4, 4]
由于囚犯们手上有半自动武器及土制炸弹，情况十分的危急。	[]
军警有两名士兵丧生，而囚犯方面则有4个人引火自焚。	[22, 4]
最后军警放出了摧泪瓦斯才控制住局面。	[]
这些人犯是因为监禁方式改变了，他们怕以后秘密刑囚的可能性大增，因此发动绝食抗议。	[5]
桃源警方昨天深夜在台北县逮捕到了一名强暴犯而且救出了被歹徒控制的少女，这名嫌犯因为性侵害案件假释出狱却又犯下了重罪，家属是十分愤怒在警局里头对嫌犯拳打脚踢。	[10, 17, 17, 4]
被家属拳打脚踢的这名男子就是刚被逮捕的强暴犯主行林金万，嫌犯林金万今年3月才因为涉嫌对男童性侵害被捕人坐牢，这个月假释出狱。	[4, 10, 10, 17, 17]
昨天晚上却又企图用毒品诱骗少女还控制少女行动。	[]
桃源警方巡宪在台北县新庄市丛林路将他逮捕，并且及时救出一名才14岁的被害少女。	[10]
警方还在嫌犯住处搜出安非他命等毒品，不过对于嫌犯居然能够一犯再犯这些家属气的大骂法律到底在哪里。	[]
“该死的不死，祸害1千年。”	[]
据了解这名嫌犯专门在学校附近找些女学童下手，他自称有法力可以帮助人消灾解恶，还能够让人考试成绩变好，不少女学生都相信他的鬼话还拉同学一起上门，警方怀疑可能还有更多人受害，现在扩大追查其他被害人的下落。	[]
继海军前舰管室主任雷学明被释放之后呢，涉及拉瓦耶级军舰弊购案的前海军少将王庭深以及其他两名军官康士成，还有程志波也在今天以羁押期限已满，开庭审理之后当庭释放。	[17, 10, 17]
当王庭深被释放，从铁门后面走出来时候，已经换好了挺直的西装，他的妻子和女儿立刻一涌而上，给予王庭深最热烈的拥抱。	[17, 26]
一家人抱在一起，感动得哭了起来。	[]
“我想等这一天真的等了很久，就像李委员说的，度日，度秒如年，不是度日如年”。	[]
王庭深说：被羁押的106天，每天都希望提早还能够他清白。	[10]
直到他知道雷学明被释放，他觉得自己也很有希望。	[17]
“我在案子里面，我没有签过一个公文，我只在中间盖章，如果有任何的徇私行政责任我负，但是我没有任何改过东西，怎么能有浮报呢？	[]
”王庭深原本在下午被法警带上法庭的时候，还一副无精打采的样子，由于雷学明的释放，王庭深的家属也满怀希望的来到法庭，提出释放的要求。	[26, 17, 17]
包括被收压的另两个军官的家属，每个人都在胸前别上蓝丝带，家属们还聚在一起祷告，希望有好消息。	[10]
法官认为：王庭深、康士成和程志波三名被收压3个多月的前海军军官，已经没有羁押的条件。	[10, 10]
但希望他们能够配合司法调查，能够随传随到。	[]
欢迎一起来关心12月22号的《华视午间新闻》。	[]
吕副总统和《新新闻》的官司在原告跳出来说她就是消息来源之后呢，是越来越复杂了。	[]
副总统办公室目前正要召开记者会，我们稍候就会有最新的报道。	[]
但首先我们来关心工时案的最新发展，包括支持跟反对缩短工时的劳工团体在立法院外上午是分成两派集结，各自表达立场。	[]
台北警方三次举牌警告。	[]
在工业总会和联合会的带领下，头绑布条和举着标语的劳工们大声地高喊口号。	[]
他们希望能够暂缓实施缩短工时，免得工厂倒闭让大家失业。	[1]
劳工们隔着马路和警方对峙，由于集结的行动没有事先申请，扩音器传出震耳欲聋的声音，逼得警方举牌警告。	[]
“第二次举牌，立即解散，请你们马上停止违法行为并解散。	[]
”但是警告归警告，劳工团体和警方还是各玩各的。	[]
指挥车上不断的有立委上车声援，而警方也趁着空档加强部署重新整队。	[]
而马路也没有封锁，来往的车辆还是照常的开来开去。	[]
警方和带头集结的人就在车子里穿梭来回从中协调。	[]
然而看起来协调似乎不太有用，布条依旧存在，劳工们还是喊着口号。	[]
或许是喊了一上午大家都累了，很多在后面的人都已经开始休息。	[]
至于赞成缩短工时的人声势比较小，派了代表进立法院陈情。	[26]
这一边反对工时的劳工在警方三次举牌警告后，认为立场已经充分表达，最后逐渐散去。	[]
高雄县詹明志遭人勒索弃尸案，警方今天有重大的突破，逮捕了两名嫌犯。	[10]
嫌犯供称，和死者是同事因为债务纠纷绑架勒索死者家属400万元，随后竟然撕票弃尸，而警方正在深入的追查还有没有其他的共犯。	[22]
凶嫌潘宪明跟李翰成以及死者詹明志三个人，都是高雄市一家直销公司上、下游的会员关系。	[]
由于潘宪明欠了70万的赌债，这个月初和李翰成商量绑票家境不错的被害人，勒赎新台币400万，并且在这个月的14号诱骗被害人到高雄市的一家大卖场前碰面。	[26]
这时候面朝深水路的帮凶，要求被害人帮忙丢一包水泥，并且趁被害人不备时拿出事先准备好的铁锤敲打被害人的头部，被害人不知倒地。	[4]
再把尸体跟凶器丢到桥下。	[]
而第二天两个人还打电话到被害人家，跟家属说被害人欠他们400万，要求先汇200万到户头里。	[7, 31]
警方接获报案，经过查证并且在昨天找到被害人的尸体，最后锁定这两名嫌犯，突破他们的心防后，两人坦诚犯案，并且起出水泥、作案手套和沾有血迹的海绵等证物，全案宣告侦破。	[]
台北县新店一家超商凌晨遭到了歹徒持刀行抢。	[4]
由于店员并没有反抗，这名歹徒就大大方方的在店里头搜刮了长达半个小时才离去。	[4, 26]
